a	1
acunacion	2
alabearse	3
amplificar	4
apretura	5
asueto	6
bandada	7
bordonear	8
caminata	9
celtico	10
clown	11
confeccion	12
corresponderse	13
de confianza	14
desagraviar	15
desposorios	16
doble	17
empinado	18
epidermis	19
estante	20
facilmente	21
forraje	22
gimnasta	23
herboso	24
imbricacion	25
indubitable	26
interlocucion	27
labil	28
lisonja	29
manuable	30
mezquindad	31
mugriento	32
obra maestra	33
pajarota	34
pedrejon	35
pintoresco	36
pragmatico	37
protervo	38
reajustar	39
remedador	40
ribera	41
saturado	42
sobrante	43
supervivencia	44
testamentario	45
trastocar	46
vapor	47
vocinglero	48
