a	1
aerology	2
angle	3
aslope	4
barbarian	5
bitch	6
bridgework	7
capillarity	8
chill	9
colored	10
constitute	11
creditable	12
decker	13
diagnosis	14
distributor	15
echo	16
entrepot	17
extol	18
fist	19
freshness	20
gladsome	21
gun cotton	22
hermetic	23
ice skater	24
indelicacy	25
intention	26
juice	27
lebanese	28
lowly	29
medication	30
monkish	31
neurotic	32
oleaginous	33
palace	34
performance	35
plebiscite	36
presentiment	37
pump	38
realizable	39
rescind	40
rummage about	41
sea	42
shoe	43
smith	44
sprinter	45
stylishly	46
system	47
though	48
tread in	49
undependable	50
untroubled	51
vision	52
width	53
